event_id,match_id,team_id,player_id,is_goal,shot_x,shot_y,distance_to_goal,shot_angle,under_pressure,shot_body_part,shot_type,shot_technique,shot_first_time,shot_one_on_one,shot_statsbomb_xg
ed1c52d4-73d1-4526-a139-0827b9904b1c,3754126,1,6631,0,102.1,46.6,19.07799779851125,0.39040611538265213,f,Right Foot,Open Play,Normal,t,f,0.099551745
3fb8d47d-9efa-4fcc-ae1d-ec61b5d87a68,3754126,1,6631,0,110.3,42.9,10.124228365658297,0.7312160242189452,f,Head,Open Play,Normal,f,f,0.1517043
2a721ea1-cc74-405d-83b9-5d2b5af6103f,3754126,29,3726,0,105.2,45.2,15.68693724090206,0.4752621309652224,f,Right Foot,Open Play,Normal,f,f,0.18180354
7d78d4a6-2eeb-4a8a-a6af-653a41916a03,3754126,1,3385,0,104.6,27.1,20.089051744669288,0.30777692454431194,f,Right Foot,Open Play,Normal,f,f,0.039825536
e81fa7a4-b117-4ffb-b41b-4fafb85947f5,3754126,29,4317,0,105.5,58,23.11384866265244,0.22020072920487865,f,Right Foot,Open Play,Normal,f,f,0.020795194
3f642725-9b18-4e25-82f0-93e523a92e2b,3754126,1,3496,0,97.3,44.3,23.103679360655956,0.33732332103318247,f,Left Foot,Open Play,Normal,f,f,0.060890257
0abad998-3f58-4ef2-85ae-283038a31206,3754126,1,3604,0,110.7,31.1,12.872451204024816,0.46123990899841577,t,Left Foot,Open Play,Normal,f,f,0.08415267
bef29f0a-e350-4741-be7e-b4e22047fb7d,3754143,24,18872,0,99.4,41,20.624257562394817,0.38272822162995185,f,Right Foot,Open Play,Normal,f,f,0.04570266
d1bf72a7-e5bb-40c2-8494-dea4db53f48f,3754185,39,2988,0,94.6,21.4,31.48205838251369,0.20544453149273267,f,Right Foot,Open Play,Normal,f,f,0.00821562
99ee498d-61fc-4e82-a7f7-88282e0c66f8,3754185,39,3293,0,103.9,32,17.978042162593784,0.3969963940129382,f,Left Foot,Open Play,Normal,f,f,0.19899037
faab0212-efca-4e52-bae5-62eab7b43f60,3754185,39,18414,0,91.5,48.5,29.740544715926102,0.25672852755731246,f,Right Foot,Open Play,Normal,f,f,0.024351954
42b4ad02-5dfe-41a6-977e-8d9bd27337d0,3754185,39,3314,0,103.2,52,20.645580640902303,0.31659354432363085,f,Left Foot,Open Play,Normal,f,f,0.052710865
3b415061-3dd7-4c2b-8606-b739d84a3fb2,3754185,39,2988,0,96.5,22.6,29.24055403031892,0.22043251680685017,f,Right Foot,Open Play,Normal,f,f,0.016059695
426d2e77-c8fb-4348-a1e9-fe4f6e7fb2bd,3754185,23,3454,0,102.4,33.9,18.62713075060139,0.4022231204946145,f,Right Foot,Open Play,Half Volley,t,f,0.08930233
270e6aac-5406-46ce-b028-4bc99eb8391e,3754185,23,5458,0,115.5,39,4.6097722286464435,1.4259838285559576,f,Right Foot,Open Play,Half Volley,t,f,0.28411442
0dedfe58-225b-48ab-9fef-8cb4b386d4ee,3754185,23,3626,0,90.1,43.7,30.12806001056159,0.26208156707428887,f,Right Foot,Open Play,Normal,f,f,0.027688993
8dc912d9-88d9-4e08-8287-7b6cb9b75716,3754185,39,2988,0,105.7,27.9,18.73232500251904,0.32916709252445686,f,Left Foot,Open Play,Normal,f,f,0.03773829
